DeployID,Ptt,Source,Instr,Start,End,Kind,Type,MinDepth,PercentTime,MinSec,MaxSec,MaxDives,Percent_20,Percent_33,Percent_40,Percent_60,Percent_66,Percent_80,Percent_100
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 26-May-2024,02:00:00 26-May-2024,depth,shallow,0.000000,19.7,1381,1453,32,,2.000000,,,9.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 26-May-2024,02:00:00 26-May-2024,depth,deep,,64.6,4613,4685,32,27.000000,,51.000000,82.000000,,110.000000,114.000000
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 26-May-2024,02:00:00 26-May-2024,depth,dry,,15.7,1094,1166,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 26-May-2024,04:00:00 26-May-2024,depth,shallow,0.000000,16.5,1155,1227,28,,1.000000,,,5.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 26-May-2024,04:00:00 26-May-2024,depth,deep,,67.7,4840,4912,28,40.000000,,69.000000,98.000000,,114.000000,114.000000
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 26-May-2024,04:00:00 26-May-2024,depth,dry,,15.8,1102,1174,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,04:00:00 26-May-2024,06:00:00 26-May-2024,depth,shallow,0.000000,26.0,1835,1907,26,,1.000000,,,8.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,04:00:00 26-May-2024,06:00:00 26-May-2024,depth,deep,,56.7,4046,4118,26,29.000000,,61.000000,92.000000,,113.000000,114.000000
PL2024_1018_22U3174,264721,Transmission,UT,04:00:00 26-May-2024,06:00:00 26-May-2024,depth,dry,,17.3,1210,1282,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,06:00:00 26-May-2024,08:00:00 26-May-2024,depth,shallow,0.000000,28.3,2005,2077,34,,4.000000,,,10.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,06:00:00 26-May-2024,08:00:00 26-May-2024,depth,deep,,54.3,3876,3948,34,26.000000,,51.000000,82.000000,,109.000000,114.000000
PL2024_1018_22U3174,264721,Transmission,UT,06:00:00 26-May-2024,08:00:00 26-May-2024,depth,dry,,17.4,1217,1289,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,08:00:00 26-May-2024,10:00:00 26-May-2024,depth,shallow,0.000000,29.9,2118,2190,41,,4.000000,,,10.000000,,15.000000
